path,boundary,retention_class,is_product_runtime,artifact_profiles,removable,removal_condition
.orchestrator/adapters/__init__.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/antigravity.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/base.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/claude_cli.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/claude_code.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/codex.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/copilot_cloud.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/copilot_local.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/file_inbox.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/gemini.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/vscode_chat.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/adapters/vscode_command.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/approval_queue.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/auth_loader.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/auto_commit_archive.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/auto_merge_green_prs.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/branch_drift_alarms.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/claude_permission_prompt_mcp.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/common.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/coordination_file_watcher.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/coordination_repo_mirror.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/cross_repo_issue_mapper.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/dispatch_policy.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/doctor.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/github_bus.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/github_cloud_relay.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/github_command_parser.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/github_webhook_server.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/lovable_task_publisher.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/model_rotation.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/multi_repo_registry.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/permission_broker.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/provider_permissions.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/provider_runtime.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/rebase_helper.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/runtime_state.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/sidecar_cleanup.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/supervisor.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/supervisor_watchdog.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/sync_provider_permissions.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/task_archive.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/test_adapter_fallback_policy.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_approval_queue.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_auth_loader.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_branch_drift_alarms.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_common.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_coordination_file_watcher.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_dispatch_policy.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_github_bus.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_github_command_parser.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_model_rotation.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_multi_repo_registry.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_permission_broker_status_root.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_provider_permissions.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_rebase_helper.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_runtime_state.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_sidecar_cleanup.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_supervisor.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_supervisor_watchdog.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_task_brief_source_docs.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/test_watch_events.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
.orchestrator/watch_events.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/wave_guards.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
.orchestrator/worker_runner.py,development_platform_system,development_only,false,engineering,true,The internal development platform is retired or moved to its own repository.
apps/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/_common.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/adlift.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/audit.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/avm.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/external_data.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/forecastops.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/interventions.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/learninghub.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/listings.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/netplan.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/approvals.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/evidence.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/governance.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/growth.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/issues.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/live_service.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/network_listings.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/network_rebalance.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/network_reviews.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/network_scoring.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/privacy.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/seed.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/shell.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/store_ops.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/operator_modules/users_roles.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/priceops.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/app/routes/sitescore.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/oday_api/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/oday_api/main.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/oday_api/routes/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/oday_api/routes/feature_flags.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/oday_api/routes/heatzone.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/oday_api/runtime_mode.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/oday_api/security/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/oday_api/security/dependencies.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/api/server.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/cli/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/cli/oday_cli/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/cli/oday_cli/__main__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/cli/oday_cli/ops.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/config.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/contracts.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/definitions.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/dlt_runtime.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/geography_backfill.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/identifiers.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/mapping.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/pipeline.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/selection.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/serialization.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/source.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/status_mapping.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/store.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/store_opening.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/data_platform/tests/__init__.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/data_platform/tests/conftest.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/data_platform/tests/test_config.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/data_platform/tests/test_definitions_and_backfill.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/data_platform/tests/test_dlt_runtime.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/data_platform/tests/test_live_source_shapes.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/data_platform/tests/test_mapping.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/data_platform/tests/test_pipeline.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/data_platform/tests/test_source_contract.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/data_platform/tests/test_sql_contract.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
apps/scheduler/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/scheduler/oday_scheduler/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/scheduler/oday_scheduler/__main__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/scheduler/oday_scheduler/main.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/worker/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/worker/assisted_listing_intake/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/worker/assisted_listing_intake/worker.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/worker/consumers/assisted_listing_intake.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/worker/oday_worker/__init__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/worker/oday_worker/__main__.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/worker/oday_worker/handlers.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
apps/worker/oday_worker/main.py,product_system,product_required,true,engineering;operations;production,false,Product capability is retired through a product migration.
archive/retired-dev-tools/2026-08-12/chair_review_wave_health.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-12/copilot_login_helper.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-12/emit_test_event.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-12/generate_observability_evidence.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-12/qwen.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-12/run_chaos.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-12/run_load.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-12/test_qwen_adapter.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-13/configure_account_pools.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-13/generate_obs_instrumentation_evidence.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-13/migrate_task_dependency_graph.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-13/sync_plan_execution_pack.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-13/test_configure_account_pools.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-13/test_migrate_task_dependency_graph.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-13/test_plan_execution_pack.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
archive/retired-dev-tools/2026-08-13/validate_plan_execution_pack.py,archived,archived,false,,conditional,Repository archive retention policy permits permanent deletion.
delivery_toolchain/__init__.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/governance/__init__.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/governance/check_code_boundaries.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/governance/test_check_code_boundaries.py,verification,verification_only,false,engineering,true,The corresponding maintained code and its support obligation have been removed.
delivery_toolchain/openapi/__init__.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/openapi/check_drift.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/openapi/export_openapi.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/openapi/generate_client.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/openapi/openapi_diff.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/security/__init__.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/security/generate_sbom.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/security/sast_scan.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
delivery_toolchain/security/secret_scan.py,development_delivery_tooling,delivery_only,false,engineering,true,"The product will no longer be built, secured, released, or maintained from this repository."
docs/evidence/completion/ODP-ORCH-ANTIGRAVITY-ROTATION-FIX-001/repro_p0_findings.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-DEPLOY-JOB-RECEIPT-UPLOAD-001/simulate_artifact_selection.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-DEPLOY-STAGING-JOB-RECEIPT-UPLOAD-001/mutate_upload_contract.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-DEPLOY-STAGING-JOB-RECEIPT-UPLOAD-001/simulate_staging_artifact_selection.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-DEPLOY-WEB-PROTECTED-REDIRECT-001/mutation_harness.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-ACTOR-REF-LIVE-ROLLOUT-001/deploy.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-ACTOR-REF-LIVE-ROLLOUT-001/live_authority_probe.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-ACTOR-REF-LIVE-ROLLOUT-001/sandbox_cli_matrix.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-ACTOR-REF-LIVE-ROLLOUT-001/supervisor_gate_selftest.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-APPROVAL-RESUME-ROOT-001/control_root_drift_probe.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-APPROVAL-RESUME-ROOT-001/deploy.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-APPROVAL-RESUME-ROOT-001/two_root_acceptance.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-CLAUDE-DEFERRED-APPROVAL-LIVE-ROLLOUT-001/runbook/assert-boot-reconciliation.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-SOURCE-DOC-MATERIALIZATION-DEV-LIVE-001/deploy_and_probe.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-WORKTREE-BASE-ADVANCE-LIVE-ROLLOUT-001/deploy.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-ORCH-WORKTREE-BASE-ADVANCE-LIVE-ROLLOUT-001/reproduce_base_advance.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-P10-LIVE-FLEET-STATE-REPAIR-001/verify_brief_materialization.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-P10-LIVE-FLEET-STATE-REPAIR-001/verify_fleet_state.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
docs/evidence/runtime/ODP-P10-LIVE-LEGACY-RETIREMENT-001/verify_static_retirement.py,evidence_artifact,evidence_only,false,,conditional,The evidence retention period and audit obligations have ended.
